image_id,source,prompt,evaluation_seed
000000015663,coco-30k,Bicyclists riding down the middle of a city street.,30523
000000354976,coco-30k,Laptop lifted up on a desk next to another monitor.,78799
000000110881,coco-30k,Two motorbikes outside of a glass window with a bike next to them.,31652
000000084936,coco-30k,A close-up of a television on white wall.,55949
000000033638,coco-30k,A woman observing something on a kitchen stove.,62279
000000235126,coco-30k,two people on a snowy surface with a sky background,30323
000000116061,coco-30k,"Several people who are riding motor scooters, stopped at an intersection.",42300
000000550273,coco-30k,three people holding wine glasses in the air before them while seated at a dining table.,50714
000000546210,coco-30k,A man lying down on a couch with a cat on top of him,50895
000000106677,coco-30k,Traffic lights and people walking as other on a crane continue with their work,46440
000000548464,coco-30k,A green traffic signal at an intersection in a town.,92182
000000280736,coco-30k,A cat sitting outside on some cobble stone.,39804
000000403565,coco-30k,A man wearing a bike helmet standing next to a bicycle.,170
000000562834,coco-30k,A wooden bench next to a wall with a wooden door.,45617
000000451559,coco-30k,A bicycle sits next to an empty park bench.,69458
000000509185,coco-30k,A white church has a decorative window and gold clock.,12281
000000140465,coco-30k,A motorcyclist relaxes in full garb leaning on the vehicle.,37886
000000281766,coco-30k,A man on a bike rides through the crowd.,2785
000000383443,coco-30k,"A bathroom with a tub, sinks, lights and a television.",83925
000000464831,coco-30k,People are in a circle at a table on laptops.,36527
000000164305,coco-30k,A teddy bear in a pink dress and pink shoes. ,5322
000000233660,coco-30k,a couple of small dogs sit in a basket on a bike,38278
000000541279,coco-30k,Two potatoes sit on a cluttered kitchen counter.  ,61862
000000495348,coco-30k,some zebras a giraffe and other animals and some bushes and trees,10684
000000542934,coco-30k,"Cabinets, a sink, a dishwasher and a microwave in a kitchen.",85855
000000510651,coco-30k,A young couple smile as they sit in a nice restaurant. ,72908
000000477470,coco-30k,A red traffic light with vehicles passing by too fast to capture.,20901
000000557552,coco-30k,Several motor scooters parked in a row on the side of a street.,67422
000000430804,coco-30k,some zebras and giraffes are walking around ,70686
000000326256,coco-30k,A small bathroom with a dark vanity and tiled floor.,47378
000000331642,coco-30k,A tall wooden pole with a Mcdonald's sign posted to it.,30130
000000027463,coco-30k,A cat sitting on top of a seat behind a steering wheel.,84692
000000205350,coco-30k,A bathroom with marble walls and counters surround a large mirror.,81886
000000368611,coco-30k,a large passenger sitting next to a loading doc at an airport.,53424
000000539124,coco-30k,A young girl riding a skateboard next to two guys.,19234
000000542145,coco-30k,A toilet and a sink in small bathroom.,36515
000000198139,coco-30k,A car is parked next to an old fashioned parking meter.,33639
000000520524,coco-30k,A bicycle and a motorcycle parked near a door on a narrow street.,96635
000000559171,coco-30k,A man and woman ride on a red motorcycle with others in the background.,61249
000000446455,coco-30k,"View of a airplane gas station from inside, showing fancy airplane model sign.",30917
000000525021,coco-30k,Two motorcycle riders leaving out on a ride. ,58066
000000005713,coco-30k,Two teenaged boys sitting on the floor posing next to a computer.,37053
000000579226,coco-30k,A large clock on the side of a building has biblical pictures.,10739
000000535519,coco-30k,A large number of motorcycles parked along side each other in a row.,77954
000000174313,coco-30k,a guy sitting on a motor cycle next to some trees,71525
000000352744,coco-30k,a bathroom with a white sink and  tolit,79222
000000187745,coco-30k,a small yellow Cessna plane flying on a clear day,11145
000000365207,coco-30k,rear view mirror reflection showing a dog in the back seat,37788
000000491755,coco-30k,A very large living room with many bright windows.,21409
000000343934,coco-30k,A blue motorcycle is parked in a corner covered in graffiti.,76579
000000019455,coco-30k,Two rooms of a house are left in disarray on moving day.,78710
000000093393,coco-30k,A giraffe is walking up a grassy and rocky hill.,1891
000000353981,coco-30k,large NASA plane parked near the landing stripe next to a smaller plane,82663
000000540186,coco-30k,A view of a very large bathroom with mirrored walls.,84610
000000014282,coco-30k,"A fancy bathroom with a large tub, separate shower, and double sink.",57533
000000183905,coco-30k,A girl holding a skewer with a banana on the end.  ,71935
000000290619,coco-30k,Banana and plastic drink container sitting on a table.,40472
000000331883,coco-30k,A person laying on an inflatable mattress with two sleeping bags.,33859
000000308507,coco-30k,A kitchen filled with lots of clutter and a table with blue metal chairs.,68246
000000325022,coco-30k,A passenger jetliner sitting on top of a tarmac at an airport.,60551
000000209613,coco-30k,Three look alike dogs are herding sheep into a pile.,9729
000000137830,coco-30k,Some food is sitting on a stove top in a kitchen area.,61263
000000525371,coco-30k,A tall yellow building next to a traffic light that's green.,9414
000000486233,coco-30k,A squadron of fighter jets flying in formation in a blue sky.,20547
000000525058,coco-30k,A group of people walking across a street near tall buildings.,58604
000000067558,coco-30k,A white toilet sitting in a bathroom next to a tp dispenser.,56777
000000398067,coco-30k,"a bathroom with a toilet, tub and window",83279
000000188421,coco-30k,A toilet next to a sink inside of a bathroom.,68038
000000561928,coco-30k,A bike mounted to a wall next to a tall pole.,53219
000000322263,coco-30k,A motorcycle parked on a lush green field.,18876
000000435883,coco-30k,A ripe banana bleeding with a razor blade stuck in it.,63176
000000147027,coco-30k,A monkey runs past some giraffe standing by the trees. ,6344
000000542570,coco-30k,A man and a woman standing in front of a kitchen table.,15667
000000327177,coco-30k,A cat sitting on top of a green car.,20564
000000459272,coco-30k,A woman holding a smart phone next to a group of people.,70601
000000530384,coco-30k,"A kitchen area with bar, stove and refrigerator.",46627
000000000328,coco-30k,"Three men in military suits are sitting on a bench,",5754
000000487095,coco-30k,Giraffes and zebra watching a zookeeper in their enclosure.,50919
000000371588,coco-30k,Yellow military jet making pass against gray cloudy sky.,73997
000000264909,coco-30k,Mountain sheep standing in outdoor natural setting area.,7786
000000247477,coco-30k,Person lying on brown leather couch in sparsely fille room.,23045
000000443737,coco-30k,An old style jet plane on a tarmac.,46713
000000421682,coco-30k,The moon in the sky above a jetliner.,63200
000000514416,coco-30k,A woman standing in front of a mirror taking a selfie.,94834
000000034212,coco-30k,A man doing something to a kitchen window.,6610
000000131597,coco-30k,Row of motorcycles parked at curb in outdoor area.,4395
000000185922,coco-30k,A row of motorcycles parked next to each other.,26629
000000514604,coco-30k,A toilet in a bathroom next to a amp.,58077
000000437126,coco-30k,A cat sitting on the back of a car seat.,62178
000000579696,coco-30k,Two men sitting in front of a brick building holding skis.,52846
000000557451,coco-30k,White and gray cat looking past spoked wheel.,79110
000000295105,coco-30k,The man is in his refrigerator looking for something to eat or drink,79405
000000019333,coco-30k,A collection of items from a bag laid on floor.,23137
000000261645,coco-30k,Plane in the sky flying sideways all by itself.,27087
000000355057,coco-30k,Photo of airplane wing as the plane flies in the blue sky.,71662
000000386457,coco-30k,Cat wedged between two large oak doors trying to get out.,6412
000000359086,coco-30k,A parked motorcycle sitting on a lush green field.,97837
000000520326,coco-30k,Two motorcycles parked next to each other on a parking lot.,59377
000000190951,coco-30k,People holding umbrellas with a blue light in back.,34362
000000556616,coco-30k,A row of parked cars sitting next to parking meters.,51898
000000245513,coco-30k,A giraffe standing in a field next to a fence.,11089
000000101088,coco-30k,A group of people standing outside of a small airplane.,10686
000000307342,coco-30k,A group of people riding up a ski lift.,31004
000000077396,coco-30k,These two cats are playing in a room that has a large TV and a laptop computer.,81078
000000143737,coco-30k,A couple of motorcycle cops driving down a street.,91552
000000007394,coco-30k,A man walking down a street holding an umbrella.,49229
000000477441,coco-30k,A large passenger jet sitting on top of an airport tarmac.,58215
000000213687,coco-30k,Motorcycles driving down a wide city street nearing a white building.,61687
000000249815,coco-30k,Racks full of bikes fill an entire street.,95680
000000402433,coco-30k,A pizza sitting on top of a pan in the oven.,11229
000000156832,coco-30k,A toilet sitting in a bathroom next to a mirror.,95726
000000511777,coco-30k,A group of people on bicycles huddled together.,38680
000000103585,coco-30k,A bathroom with two sinks sitting under mirrors.,89955
000000254045,coco-30k,A black and white cat sitting on top of a toilet seat.,66119
000000147762,coco-30k,A white plate topped with a chocolate cake and a lemon wedge.,92621
000000556205,coco-30k,Two individuals riding bicycles on a board walk.,89564
000000075857,coco-30k,A church filled with rows of wooden seats.,90580
000000291606,coco-30k,A woman standing outside of a metallic bus parked.,78868
000000489624,coco-30k,A white toilet in a very small bathroom.,85644
000000137369,coco-30k,A silver motorcycle parked next to a forest filled with lots of trees.,56832
000000136833,coco-30k,A couple of police motorcycles parked next to each other.,93379
000000540388,coco-30k,A shower head with an electric device hooked up to it.,13102
000000287560,coco-30k,A toilet in a bathroom next to a plaque on a wall.,25953
000000256844,coco-30k,A white toilet sitting inside of a restroom next to toilet paper.,30457
000000255401,coco-30k,A bathroom filled with toilets and a tub next to a sink.,62612
000000235517,coco-30k,A parked motorcycle sitting next to a store front.,91379
000000171753,coco-30k,An orange cat sitting on top of a white bench next to a bike.,27522
000000288528,coco-30k,A group of kids in helmets on skateboards.,84047
000000279948,coco-30k,A  young boy standing next to a kitchen sink next to a dish rack.,58675
000000215596,coco-30k,A bathtub sitting under a chandelier and next to a pair of windows and a mirror in a bathroom.,41537
