image_id,source,prompt,seed
000000055375,coco-30k,A woman bathing a baby near a kitchen sink.,86991
000000064240,coco-30k,Four identical motorcyclists viewed from the back as they look over their shoulders.,48634
000000385625,coco-30k,Many small airplanes with propellers parked in a stationary position.,43948
000000157944,coco-30k,a close up of a tv with a man wearing s suit and shirt,92493
000000272136,coco-30k,A large propeller plane mounted to the ceiling of a building.,48579
000000060093,coco-30k,Cars driving on a road near a traffic light.,72199
000000167700,coco-30k,a silver toilet and some toilet paper and a green switch,35917
000000075216,coco-30k,A herd of cattle laying in the grass on the ground.,49253
000000434371,coco-30k,A TV set sitting on top of a shelf next to movies.,79243
000000155451,coco-30k,a green traffic light a street  some buildings and some other lights,34852
000000470113,coco-30k,Add you own paint or woodstain to these unfinished cabinets.,68103
000000545978,coco-30k,A couple of people on motor bikes on a dirt road.,23600
000000150342,coco-30k,A person with a hooded jacket is working on a laptop while sitting on a bench in the park.,4602
000000577355,coco-30k,three traffic lights hanging off a pole and some buildings,49568
000000005503,coco-30k,a man standing in front of a toilet taking a piss,67451
000000029680,coco-30k,Three giraffes in grassy field next to trees.,89109
000000151247,coco-30k,A white open toilet seat with signatures sitting amongst posters.,96275
000000550714,coco-30k,"The little  girl is eating a banana.
",64676
000000227265,coco-30k,A group of people walking near some skis.,35135
000000148282,coco-30k,A baby in a carriage on street next to market.,44917
000000523229,coco-30k,A dirty public bathroom with a handicap sign located above the toilet. ,43579
000000533074,coco-30k,A marble-look bathroom with a bath enclosure and white sink on a long counter.,50003
000000267972,coco-30k,A group of people on bicycles in a busy street.,68832
000000564127,coco-30k,Toilet with a black lid and rolls of toilet tissue in a bathroom,51857
000000016180,coco-30k,A dog laying on the dashboard of a vehicle.,34193
000000449996,coco-30k,Two planes in runway and another plane in the sky.,92613
000000375180,coco-30k,"A kitchen area with a sink, refrigerator and stove.",8541
000000469840,coco-30k,A man and child on a red and black motorcycle.,98543
000000534827,coco-30k,a group of young men are riding their motocycles down the street,74229
000000395124,coco-30k,A bathroom with a decorated shower curtain. ,37909
000000137004,coco-30k,Baskets of oranges and a basket of pears.,95801
000000373713,coco-30k,Three men sit at a conference discussing a topic,47449
000000052232,coco-30k,A bed in a hotel room with doors leading to a balcony.,78861
000000214519,coco-30k,Two side by side urinals mounted on a wall.,47981
000000480021,coco-30k,A painting of a man and woman riding together on a motorcycle.,93150
000000421201,coco-30k,Doorway view of a bathroom that includes a toilet and tub.,98480
000000431352,coco-30k,"Closed toilet in a narrow, tiled bathroom, with sink and shower stall.",73048
000000123570,coco-30k,A man and woman under an umbrella on a sidewalk at night.,88011
000000263505,coco-30k,A man wearing jeans sitting on a parked motorcycle.,98602
000000186036,coco-30k,a person on the back of a parked truck,64005
000000478312,coco-30k,"a kitchen with a fridge, stove and sink",43235
000000513681,coco-30k,A man in a safety vest holds him arms up as he stands in front of an airplane.,83216
000000550007,coco-30k,A person is racing around a track on a motorcycle.,14000
000000487525,coco-30k,a bath room with a toilet a bath tub and curtains,11986
000000225963,coco-30k,A girl mixing food with a whisk in a measuring bowl.,80345
000000419971,coco-30k,This men's bathroom has two urinals and a sinks.,96890
000000184762,coco-30k,A gold clock with ornate iron hands keeps time on a large clock with roman numerals.,13240
000000260330,coco-30k,The kitchen has two refrigerators and a stove in it.,5168
000000436141,coco-30k,The bathroom is clean and ready to be used. ,56337
000000325385,coco-30k,Office scene showing frosted glass cubicles and a computer screen on.,48088
000000086448,coco-30k,Woman in green jacket holding up a bicycle in a park. ,36591
000000522452,coco-30k,Large white airplane with blue tail sitting on a runway. ,79354
000000149222,coco-30k,The computer monitor has a framed picture near it.,60025
000000161202,coco-30k,Motorcycles parked curbside in front of a run down repair shop.,75504
000000466332,coco-30k,a bench in front of a house with bushes,74382
000000334170,coco-30k,a bath room with a toilet a sink and a bath tub,28549
000000580108,coco-30k,A couple browsing the motorcycles for sale outside,77989
000000279140,coco-30k,A white and blue bus passing a street intersection.,74331
000000529698,coco-30k,a close up of a motorcycle parked on a street filled with people,28115
000000500718,coco-30k,Several airplanes are parked neatly in a row.,86814
000000038465,coco-30k,Traffic on a busy city street at night.,91504
000000567609,coco-30k,A decorative space with yellow ceramics and a vase of flowers.,84745
000000490381,coco-30k,Various people walking on a street in front of a wall advertisement.,39002
000000281017,coco-30k,"A bathroom with a sink, toilet and bathtub.",18236
000000409566,coco-30k,a bathroom with a toilet and a sink and a bath tub,61620
000000037751,coco-30k,A person on dirt bike riding down a hill with mountains in background.,4728
000000500420,coco-30k,A multicolored kite against a blue sky with clouds.,77125
000000508370,coco-30k,A bicycle parked on top of a baby dolls head.,93968
000000581157,coco-30k,a cat laying on the floor next to a fish bowl,94282
000000221536,coco-30k,A large room with marble floors and white ceramic toilets,77787
000000135071,coco-30k,A stove top oven with a tea kettle on top of it.,89934
000000376608,coco-30k,A brown dog laying down in a room next to a desk.,3237
000000124462,coco-30k,A orange tabby cat laying down on a black car,13901
000000326517,coco-30k,a cargo plane being loaded by a scissor jack truck,348
000000472233,coco-30k,a parade of motor cycles being watched by a crowd,30030
000000283119,coco-30k,a dog laying down eating food out of a bowl,63361
000000579814,coco-30k,This airplane is taking off in the air near other airplanes.,38249
000000515043,coco-30k,The air plane is traveling down the runway at the airport. ,95506
000000304749,coco-30k,The woman is taking a picture in the bathroom mirror. ,69935
000000565045,coco-30k,Blue bathroom with two white towels hanging by the shower.,11756
000000539390,coco-30k,an up close picture of mechanic of a bike ,33546
000000056580,coco-30k,An old time car is parked at the curb near a stop sign.,39327
000000346482,coco-30k,the propeller of a plane flying in the air,56431
000000200116,coco-30k,A beautiful kitchen with lots of windows and wooden cabinets. ,17376
000000069969,coco-30k,A restaurant full of people sitting on benches,17796
000000298225,coco-30k,A man wearing a hat riding a motorcycle.,55078
000000001342,coco-30k,Open book with images of various airplane models and shapes,18943
000000520108,coco-30k,A big screen TV in a fancy looking Hotel room,62660
000000102275,coco-30k,Giraffes and a Zebra under a locust tree.,84288
000000084540,coco-30k,Two people on bicycles riding next to a building.,10269
000000512394,coco-30k,A metal motorcycle parked on top of a metal grate.,68771
000000063661,coco-30k,"A kitchen area with counter, sink , stove and windows.",45078
000000566155,coco-30k,A bathroom area with a crate full of water and an in-floor urinal.,60270
000000300659,coco-30k,A formation of airplanes flying through a  blue sky.,75386
000000480015,coco-30k,"A desk with a book, computer and other electronic devices. ",99002
000000281353,coco-30k,A bathroom with a toilet sitting next to a tub.,78103
000000309492,coco-30k,A cop riding on the back of a motorcycle down a street.,29007
000000496383,coco-30k,A man and woman sitting on a wooden bench together.,9119
000000242222,coco-30k,a red motorcycle parked on some gravel next to grass ,53524
000000023369,coco-30k,This motorcycle is parked on the side of the grass.,72752
000000250311,coco-30k,A kitchen counter with pots hanging above it and several objects in the corner.,30366
000000246951,coco-30k,A group of people standing on top of a sandy beach.,63290
000000242940,coco-30k,"A stop sign at an intersection, with Hammer time and a person's picture displayed on the sign ",87292
000000193424,coco-30k,A view of a traffic street filled with cars and motorcycles. ,36910
000000412531,coco-30k,a single parking meter sitting next to some plants and a tree ,58044
000000568925,coco-30k,A stove top burner sitting inside of a storage room.,70938
000000398554,coco-30k,The bathroom sink and vanity is a little messy. ,23433
000000345960,coco-30k,A woman with a nice ass standing in a kitchen preparing food.,68939
000000352361,coco-30k,A man flying through the air while riding a snowboard.,97439
000000407861,coco-30k,A toilet is on a tile floor in a bathroom.,76357
000000450125,coco-30k,A sink is under a mirror with bottles of soap and lotion.,37490
000000501315,coco-30k,The racer drives the motorcycle around the curve.,61604
000000452013,coco-30k,A small bathroom with a white toilet and tan tile.,840
000000538792,coco-30k,A red and black motorcycle parked near another bike.,37397
000000050942,coco-30k,two males on computers and a gray keyboard,45513
000000363840,coco-30k,Several different pieces of electronic equipment and computers on a desk.,4513
000000420081,coco-30k,The front of a Chinese postal store with people walking by.,23167
000000113897,coco-30k,A beige bathroom with a phone beside the toilet.,65876
000000426541,coco-30k,Two jet liners sitting on top of an airport runway.,76973
000000455610,coco-30k,A parked red motorcycle sitting in front of a building.,5049
000000255213,coco-30k,A jumbo jet airplane coming in for a landing on a runway.,73512
000000241319,coco-30k,A bathroom sink with two toothbrushes facing each other.,58504
000000362306,coco-30k,A man holding a large knife on top of a table.,12587
000000131494,coco-30k,A man riding a motorcycle down a street with a person.,91367
000000502599,coco-30k,A group of airplanes floating over the ocean.,1413
000000052996,coco-30k,A group of women in military outfits helping other women in a kitchen.,99809
000000496402,coco-30k,A man playing chess as a cat watches in the other chair.,94063
000000304876,coco-30k,The Seattle Space Needle as a Jumbo Jet Plane flies by.,24336
000000233446,coco-30k,A cat sitting on the steps in front of its cat door.,39045
