image_id,source,prompt,seed
77811,coco-30k,A mini car mouse is sitting on a mousepad with the headlights on.,45467
50713,coco-30k,A man and woman are riding down the street in a parade wearing patriotic hats.,69387
13876,coco-30k,a black and white photo of a long bench for sitting near a building,73639
165681,coco-30k,This is an image of a row of scooters,82534
63240,coco-30k,a man and some people riding on a raft ,56462
531967,coco-30k,A beautiful woman sitting on top of a kitchen counter.,62198
295199,coco-30k,A white urinal mounted to the side of a wall.,73650
231093,coco-30k,A toilet in a bathroom underneath a window.,8831
337120,coco-30k,A tall brick building with a bike parked in front of it.,35165
151347,coco-30k,A large passenger jet flying over a mountain.,24189
11081,coco-30k,An experimental airplane flying through a  cloudy blue sky.,59577
212351,coco-30k,A large passenger jet flying through a cloudy sky.,73082
74,coco-30k,A picture of a dog laying on the ground.,6840
562139,coco-30k,A lighted kitchen looks shiny clean and nice.,4741
357737,coco-30k,A picture of a person standing by a bicycle.,68561
234697,coco-30k,Stop lights are lit up in a cloudy dark sky.,74563
435316,coco-30k,A cat watching water go down a sink drain,90075
67213,coco-30k,A lot of people that are looking at a pool.,24333
325356,coco-30k,A tiger cat sitting in a bathroom sink next to a tub.,46614
343708,coco-30k,A parking lot outside of an extremely large building.,44552
84447,coco-30k,A motorcycle driver sitting next to his motorcycle. ,28051
533548,coco-30k,A man wearing a red jacket sitting at a desk.,73604
154420,coco-30k,A clean bathroom with blue tiles on wall and counter.,9432
222825,coco-30k,A kitchen with a stove top oven next to a white fridge.,165
369485,coco-30k,A bathroom with a marble counter under two giant mirrors.,9370
577030,coco-30k,A large white couch in a living room in front of a TV.,97626
543090,coco-30k,The inside of a small building with a brown couch.,46920
546687,coco-30k,Cityscape of a train stopping traffic on a street,51924
170893,coco-30k,A dog is standing next to a toilet playing with tissue,76015
257685,coco-30k,A clean counter top with flowers and a sink.,93207
126192,coco-30k,A giraffe running across a grass covered field.,63360
86320,coco-30k,A bathroom sink sitting under a large mirror.,86673
295303,coco-30k,A young child eating cake with pink and white frosting on a high chair.,28662
101456,coco-30k,A kitchen counter covered in metal bowls and dishes filled with food.,10243
49683,coco-30k,A black and yellow bike making a turn on the track,99213
63882,coco-30k,A PINK TOILET AND A PINK BATH TUB IN THE BATHROOM,6957
107087,coco-30k,A black cat sits in a car and looks out.,26558
405526,coco-30k,A vase filled with red flowers sitting on a counter.,99851
104715,coco-30k,Man flying a colorful dragon kite in a blue sky,8455
268092,coco-30k,Basket of old stuffed animals upside down in the trash. ,88571
366884,coco-30k,A man sitting at a computer desk in front of a monitor.,36963
342142,coco-30k,A busted up toilet sitting inside of a bath tub.,69083
38732,coco-30k,A towel rack in a bathroom topped with two stuffed animals.,52341
41397,coco-30k,Two wooden benches sitting on top of a lush green grass covered park.,81668
455261,coco-30k,The view of a person riding a motorcycle on a paved road.,58958
106392,coco-30k,A kitchen with a washing machine under the counter,9922
337815,coco-30k,A small kitchen with black and wooden cabinets.,9749
521587,coco-30k,A bathroom filled with a white toilet next to a sink.,17171
251124,coco-30k,A bike parked next to a street in a city at night.,25200
276149,coco-30k,many people on a snowy slope riding skis and snowboards,37567
179311,coco-30k,A plane that is flying in the air.,25049
286662,coco-30k,A person that is looking at a cake.,65379
520251,coco-30k,A living room filled with furniture and a flat screen TV.,29535
479440,coco-30k,A white cat sitting on the floor next to a feeding dish and a mat.,32348
555597,coco-30k,Many cars parked on a city street with tall buildings in the background.,47073
356533,coco-30k,A white kitchen filled with a refrigerator freezer.,4557
138246,coco-30k,some horses grazing in front of a church,90908
114726,coco-30k,A black and white cat sitting on top of cabinets.,86212
12343,coco-30k,a man wearing black is riding a red and silver motorcycle,78361
235380,coco-30k,an old photo of a castle at the end of the street,79018
543525,coco-30k,A kitchen area with all white cabinets mad a white refrigerator.,57228
467966,coco-30k,A small white plane sitting on top of the ocean.,62792
262386,coco-30k,a white bathroom with a toilet and a roll of toilet paper,83137
89099,coco-30k,A couple of women standing in a kitchen preparing food.,66274
463459,coco-30k,four white urinals against a green wall with lines,61088
139099,coco-30k,A street scene with a person on a motorcycle.,17667
366031,coco-30k,A woman standing with a bi-wing airplane on a runway.,27532
551170,coco-30k,Some roll down doors  at a building painted with graffiti.,90918
103035,coco-30k,Four officer are riding motorcycles with giant letters on them.,81050
232455,coco-30k,A large flock of birds fly through the sky.,85604
40446,coco-30k,A church with lots of wooden pews and an illuminated crucifix on the wall.,75065
567693,coco-30k,A bucket that is on top of a table.,6630
357096,coco-30k,A young child plunging a toilet with a plunger.,50867
190227,coco-30k,A steel toilet near a window in a very small bathroom.,19093
142386,coco-30k,There are multiple pictures of the same man standing in the kitchen,6233
81943,coco-30k,There is a white toilet with red tiled floors,32459
12326,coco-30k,"This kitchen contains a stove with an exhaust hood, many cabinets, and a microwave.",17985
566576,coco-30k,A blue double decker bus pulling into a bus station.,26291
274959,coco-30k,An airplane parked on a dirty field next to a chain fence.,21795
484028,coco-30k,A man on a bike wearing glasses riding indoors.,70602
337517,coco-30k,A man sleeping on the end of a wooden bench.,26216
303928,coco-30k,a walk in shower with a seat next to a white sink.,10059
162249,coco-30k,A flat screen TV sitting on top of a step in a bathroom.,66220
472621,coco-30k,"An elegant bathroom features a tub, sink, mirror, and decorations. ",16622
60623,coco-30k,A young girl inhales with the intent of blowing out a candle. ,30950
421307,coco-30k,Two airplane shaped kites flying through a blue sky.,25498
360678,coco-30k,A table topped with dessert next to a window.,22877
74743,coco-30k,A picture of a painting and a couch.,25271
107304,coco-30k,A woman opening the bathroom door with the room chained off.,8393
333683,coco-30k,A kitchen with a metallic refrigerator freezer next to a sink.,44351
105303,coco-30k,A person that is sitting on a bench.,82758
280498,coco-30k,A kitchen that is very clean in a house.,12003
237759,coco-30k,A tall building on the street corner filled with traffic.,44774
399832,coco-30k,A stainless steel table is in the middle of the large room.,62071
14869,coco-30k,A park bench siting next to a tree next to a  park.,14001
246701,coco-30k,A white toilet sitting next to a tub next to a sink,88842
40414,coco-30k,A kitchen filled with furniture and a stove top oven.,15996
94610,coco-30k,A sidewalk lined with parked cars next to tall buildings.,30662
80131,coco-30k,A group of people sitting around a table in the kitchen.,97458
540763,coco-30k,A restroom has a toilet and a decorative sun wall plaque.,6610
407146,coco-30k,A group of people boarding in airplane on a runway..,69112
144114,coco-30k,A small glider flying through the sky with a pilot.,75445
487450,coco-30k,A man riding a motorcycle with a child on the back of it.,66191
117191,coco-30k,A toilet seat with a fake foam butt on top of it.,5371
500446,coco-30k,A large clock mounted to the face of a buildings entrance.,67216
431047,coco-30k,A baby boy sitting on top of a toilet reading a book.,95509
274262,coco-30k,A large kitchen with a center island surrounded by stools.,61994
367619,coco-30k,A white cake topped with coconut on a counter.,89902
255917,coco-30k,A cluster of traffic driving towards a capital building.,52801
117891,coco-30k,A gray and white cat sitting in blue bowl.,44466
176120,coco-30k,A bathroom with a shower covered in a curtain next to a toilet.,84994
75344,coco-30k,There are a lot of trees and plants beside the house.,12159
106166,coco-30k,The car is traveling down the road while the dog watches.,87649
473623,coco-30k,"A white porcelain toilet with the lid down, in a bathroom.",64056
205102,coco-30k,A bike parked next to a wall next to a river.,11065
504498,coco-30k,"The rider, clothed in camoflague and ski boots, is sure to blend into the grassy area on his motorbike.",23551
213765,coco-30k,An old photo of a small family kitchen.,61651
149974,coco-30k,A service vehicle sits on a tarmac in front of a jet. ,60193
503255,coco-30k,The bench at the tree offers a respite and a scenic autumnal view of a grand valley ,96296
521197,coco-30k,A man poses with a yellow bicycle and a banana. ,6636
403432,coco-30k,A blurry and out of focus image of a person on a bike riding in a field  towards cows in the distance.,44463
30828,coco-30k,"A person with an orange blanket covering them, sleeping on a wooden park bench.",94070
8594,coco-30k,older man standing in his kitchen reads book.,91354
105647,coco-30k,"A  street with pedestrians, bikes, a jitney and a bus. ",1052
395290,coco-30k,A cat is sitting on the hood of a car in a residential area.,62382
427133,coco-30k,A group of people behind a white picket fence watching a person in the grass with a dog and small group of sheep.,2412
216867,coco-30k,an airplane taking off with one waiting to take off,24140
150284,coco-30k,A man stands beside his motorcycle in front of a store.,55671
330098,coco-30k,a bike sitting in front of colorful signs ,7857
373029,coco-30k,An aircraft is overtaken by maintenance workers as it sits on a landing.,64152
138079,coco-30k,"A door opens to a bare, white bathroom. ",48013
28790,coco-30k,A door open to a bathroom with the vanity showing.,14088
34445,coco-30k,A woman unpacks a box in a kitchen. ,65142
581886,coco-30k,Two people sit in the sand with their surf boards. ,83950
261175,coco-30k,Wide shot of a kitchen and a kitchen table with a plaid tablecloth.,58690
163562,coco-30k,The young man is holding a clear Frisbee.,9776
224010,coco-30k,A toilet is used for outdoor decoration beside a log cabin building.,79331
93116,coco-30k,Photo of a two bathroom fixtures and a vinyl shower curtain.,73421
557339,coco-30k,Ladies in a kitchen laughing at the camera while one grates cheese.,2294
21839,coco-30k,a person walking across the street with a traffic light above,66021
295403,coco-30k,A man helps a woman sit on a bike.,17063
217783,coco-30k,a large air plane on a snowy surface with a sky background,79760
412753,coco-30k,"A small bathroom with a shower, sink, and two toilets.",47318
366111,coco-30k,A black and white photograph of men on bicycles in a city.,70052
345224,coco-30k,"A small, yet clean looking bathroom, with blue pained walls. ",84653
371958,coco-30k,The top of a brick clock tower surrounded by birds.,17163
251065,coco-30k,A black toilet in a tiled public bathroom stall.,76457
